State,County,n_incidents
Louisiana,St. Bernard,36
Louisiana,St. Charles,23
Louisiana,St. Helena,6
Louisiana,St. James,4
Louisiana,St. John the Baptist,48
Louisiana,St. Landry,126
Louisiana,St. Martin,46
Louisiana,St. Mary,38
Louisiana,St. Tammany,140
Louisiana,Tangipahoa,114
Louisiana,Terrebonne,119
Louisiana,Union,15
Louisiana,Vermilion,35
Louisiana,Vernon,13
Louisiana,Washington,41
Louisiana,Webster,17
Louisiana,West Baton Rouge,18
Louisiana,West Carroll,2
Louisiana,West Feliciana,2
Louisiana,Winn,3
Louisiana,jefferson parish,1
Maine,Androscoggin,43
Maine,Aroostook,19
Maine,Athens,3
Maine,Baldwin,1
Maine,Benton,1
Maine,Bristol,4
Maine,Brooks,1
Maine,Chester,1
Maine,Cumberland,113
Maine,Franklin,11
Maine,Grand Isle,1
Maine,Greene,1
Maine,Hancock,13
Maine,Jay,4
Maine,Jefferson,2
Maine,Kennebec,105
Maine,Knox,11
Maine,Lebanon,5
Maine,Lee,1
Maine,Lincoln,33
Maine,Litchfield,4
Maine,Mercer,2
Maine,Monroe,1
Maine,Oxford,18
Maine,Penobscot,54
Maine,Phillips,1
Maine,Piscataquis,3
Maine,Sagadahoc,14
Maine,Sherman,1
Maine,Somerset,137
Maine,Sumner,1
Maine,Union,2
Maine,Waldo,6
Maine,Warren,1
Maine,Washington,2
Maine,Wells,1
Maine,Windham,3
Maine,Windsor,6
Maine,Winn,1
Maine,York,72
Maryland,Allegany,29
Maryland,Anne Arundel,376
Maryland,Baltimore,195
Maryland,Baltimore ,3938
Maryland,Baltimore (city),5
Maryland,Calvert,14
Maryland,Caroline,8
Maryland,Carroll,26
Maryland,Cecil,24
Maryland,Charles,54
Maryland,Dorchester,11
Maryland,Faulkner,1
Maryland,Frederick,75
Maryland,Garrett,3
Maryland,Hampden,1
Maryland,Hanover,15
Maryland,Harford,67
Maryland,Howard,43
Maryland,Kent,3
Maryland,McHenry,1
Maryland,Montgomery,96
Maryland,Montgomery County,2
Maryland,Prince George,1
Maryland,Prince George's,479
Maryland,Prince Georges,7
Maryland,Queen Anne's,7
Maryland,Somerset,12
Maryland,St. Mary's,24
Maryland,Talbot,2
Maryland,Washington,88
Maryland,Wicomico,58
Maryland,Worcester,20
Massachusetts,Amherst,8
Massachusetts,Ashland,3
Massachusetts,Barnstable,114
Massachusetts,Bedford,2
Massachusetts,Berkshire,181
Massachusetts,Bristol,432
Massachusetts,Carver,2
Massachusetts,Charlton,1
Massachusetts,Dorchester,25
Massachusetts,Essex,496
Massachusetts,Franklin,6
Massachusetts,Hampden,1020
Massachusetts,Hampshire,18
Massachusetts,Hanover,1
Massachusetts,Lancaster,1
Massachusetts,Marion,1
Massachusetts,Middlesex,336
Massachusetts,Montague,3
Massachusetts,Norfolk,91
Massachusetts,Norton,5
Massachusetts,Plymouth,506
Massachusetts,Richmond,1
Massachusetts,Rockland,6
Massachusetts,Southampton,1
Massachusetts,Suffolk,1825
Massachusetts,Sutton,1
Massachusetts,Weston,2
Massachusetts,Whitman,2
Massachusetts,Worcester,522
Michigan,Alcona,1
Michigan,Alger,1
Michigan,Allegan,12
Michigan,Alpena,3
Michigan,Antrim,5
Michigan,Arenac,2
Michigan,Baraga ,1
Michigan,Barry,4
Michigan,Barry County,1
Michigan,Bay,67
Michigan,Bedford,1
Michigan,Benzie,2
Michigan,Berrien,81
Michigan,Branch,7
Michigan,Calhoun,207
Michigan,Cass,18
Michigan,Charlevoix,6
Michigan,Cheboygan,1
Michigan,Chesterfield,1
Michigan,Chippewa,5
Michigan,Clare,15
Michigan,Clinton,3
Michigan,Crawford,1
Michigan,Dearborn,1
Michigan,Delta,4
Michigan,Dickinson,5
Michigan,Eaton,12
Michigan,Emmet,1
Michigan,Erie,4
Michigan,Genesee,703
Michigan,Genessee,1
Michigan,Gladwin,8
Michigan,Gogebic,2
Michigan,Grand Traverse,33
Michigan,Gratiot,4
Michigan,Highland,4
Michigan,Hillsdale,10
Michigan,Houghton,4
Michigan,Huron,8
Michigan,Ingham,210
Michigan,Ionia,12
Michigan,Iosco,2
Michigan,Iron,4
Michigan,Isabella,22
Michigan,Jackson,138
Michigan,Jerome,1
Michigan,Kalamazoo,192
Michigan,Kalkaska,2
Michigan,Kent,427
Michigan,La Salle,1
Michigan,Lake,2
Michigan,Lapeer,13
Michigan,Leelanau,6
Michigan,Lenawee,22
Michigan,Livingston,6
Michigan,Lyon,2
Michigan,Mackinac,1
Michigan,Macomb,133
Michigan,Manistee,9
Michigan,Marquette,12
Michigan,Mason,4
Michigan,Mecosta,9
Michigan,Menominee,1
Michigan,Midland,8
Michigan,Missaukee,2
Michigan,Monroe,27
Michigan,Montcalm,6
Michigan,Montmorency,2
Michigan,Muskegon,151
Michigan,Newaygo,5
Michigan,Newport,1
Michigan,Oakland,458
Michigan,Oceana,2
Michigan,Ogemaw,3
Michigan,Osceola,5
Michigan,Otsego,3
Michigan,Ottawa,48
Michigan,Presque Isle,3
Michigan,Ray,1
Michigan,Roscommon,2
Michigan,Saginaw,253
Michigan,Sanilac,13
Michigan,Shiawassee,9
Michigan,St. Clair,16
Michigan,St. Joseph,16
Michigan,Tuscola,6
Michigan,Van Buren,27
Michigan,Wallace,1
Michigan,Washington,1
Michigan,Washtenaw,246
Michigan,Wayne,2120
Michigan,Wexford,6
Minnesota,Aitkin,3
Minnesota,Anoka,33
Minnesota,Becker,14
Minnesota,Beltrami,53
Minnesota,Benton,8
Minnesota,Blue Earth,15
Minnesota,Brown,2
Minnesota,Carlton,11
Minnesota,Carver,12
Minnesota,Cass,11
Minnesota,Chippewa,1
Minnesota,Chisago,12
Minnesota,Clay,35
Minnesota,Clearwater,1
Minnesota,Cook,3
Minnesota,Cottonwood,2
Minnesota,Crow Wing,49
Minnesota,Dakota,44
Minnesota,Dodge,1
Minnesota,Douglas,13
Minnesota,Fillmore,5
Minnesota,Freeborn,64
Minnesota,Goodhue,11
Minnesota,Hennepin,836
Minnesota,Houston,4
Minnesota,Hubbard,2
Minnesota,Isanti,5
Minnesota,Itasca,8
Minnesota,Jackson,1
Minnesota,Kanabec,1
Minnesota,Kandiyohi,7
Minnesota,Koochiching,2
Minnesota,Lac qui Parle,2
Minnesota,Lake,1
Minnesota,Le Sueur,2
Minnesota,Lyon,4
Minnesota,Mahnomen,5
Minnesota,Marshall,1
Minnesota,Martin,2
Minnesota,McLeod,1
Minnesota,Meeker,4
Minnesota,Mille Lacs,16
Minnesota,Morrison,4
Minnesota,Mower,55
Minnesota,Nobles,2
Minnesota,Norman,4
Minnesota,Olmsted,188
Minnesota,Otter Tail,19
Minnesota,Pennington,2
Minnesota,Pine,8
Minnesota,Polk,10
Minnesota,Pope,1
Minnesota,Ramsey,492
Minnesota,Red Lake,3
Minnesota,Redwood,1
Minnesota,Renville,1
Minnesota,Rice,7
Minnesota,Rock,1
Minnesota,Roseau,3
Minnesota,Scott,15
Minnesota,Sherburne,7
Minnesota,St. Louis,93
Minnesota,Stearns,70
Minnesota,Steele,7
Minnesota,Swift,4
Minnesota,Todd,2
Minnesota,Traverse,1
Minnesota,Wabasha,5
Minnesota,Wadena,4
Minnesota,Waseca,2
Minnesota,Washington,25
Minnesota,Watonwan,3
Minnesota,Webster,1
Minnesota,Wilkin,5
Minnesota,Winona,26
Minnesota,Wright,8
Minnesota,Yellow Medicine,3
Mississippi,Adams,70
Mississippi,Alcorn,40
Mississippi,Amite,4
Mississippi,Attala,20
Mississippi,Benton,2
Mississippi,Bolivar,22
Mississippi,Calhoun,12
Mississippi,Carroll,4
Mississippi,Chickasaw,22
Mississippi,Choctaw,1
Mississippi,Claiborne,13
Mississippi,Clarke,9
Mississippi,Clay,16
Mississippi,Coahoma,24
Mississippi,Copiah,25
Mississippi,Covington,15
Mississippi,DeSoto,53
Mississippi,Desoto,3
Mississippi,Forrest,163
Mississippi,Franklin,3
Mississippi,George,14
Mississippi,Greene,2
Mississippi,Grenada,39
Mississippi,Hancock,37
Mississippi,Harrison,282
Mississippi,Hinds,886
Mississippi,Holmes,29
Mississippi,Itawamba,7
Mississippi,Jackson,127
Mississippi,Jasper,7
Mississippi,Jefferson,4
Mississippi,Jefferson Davis,12
Mississippi,Jones,70
Mississippi,Kemper,13
Mississippi,Lafayette,35
Mississippi,Lamar,22
Mississippi,Lauderdale,365
Mississippi,Lawrence,11
Mississippi,Leake,10
Mississippi,Lee,108
Mississippi,Leflore,43
Mississippi,Lincoln,29
Mississippi,Lowndes,109
Mississippi,Madison,58
Mississippi,Marion,28
Mississippi,Marshall,32
Mississippi,Monroe,50
Mississippi,Montgomery,6
Mississippi,Neshoba,37
Mississippi,Newton,12
Mississippi,Noxubee,15
Mississippi,Oktibbeha,34
Mississippi,Panola,34
Mississippi,Pearl River,23
Mississippi,Perry,5
Mississippi,Pike,22
Mississippi,Pontotoc,12
Mississippi,Prentiss,17
Mississippi,Quitman,3
Mississippi,Rankin,58
Mississippi,Russell,1
Mississippi,Scott,14
Mississippi,Sharkey,3
Mississippi,Simpson,11
Mississippi,Smith,3
Mississippi,Stone,12
Mississippi,Sunflower,4
Mississippi,Tallahatchie,1
Mississippi,Tate,1
Mississippi,Tippah,14
Mississippi,Tishomingo,19
Mississippi,Tunica,13
Mississippi,Union,9
Mississippi,Walthall,8
Mississippi,Warren,78
Mississippi,Washington,53
Mississippi,Wayne,19
Mississippi,Webster,4
Mississippi,Wilkinson,3
Mississippi,Winston,10
Mississippi,Yalobusha,5
Mississippi,Yazoo,25
Missouri,Adair,10
Missouri,Andrew,2
Missouri,Atchison,1
Missouri,Audrain,22
Missouri,Barry,14
Missouri,Barton,1
Missouri,Bates,1
Missouri,Beaufort,1
Missouri,Benton,5
Missouri,Bollinger,6
Missouri,Boone,537
Missouri,Buchanan,74
Missouri,Butler,29
Missouri,Callaway,40
Missouri,Camden,10
Missouri,Cape Girardeau,157
Missouri,Carroll,2
Missouri,Carter,1
Missouri,Cass,19
Missouri,Cedar,4
Missouri,Christian,17
Missouri,Clark,1
Missouri,Clay,23
Missouri,Clinton,3
Missouri,Cole,107
Missouri,Cooper,12
Missouri,Crawford,4
Missouri,Dade,2
Missouri,Dallas,5
Missouri,Daviess,1
Missouri,Dekalb,1
Missouri,Dent,2
Missouri,Douglas,7
Missouri,Dunklin,19
Missouri,Franklin,42
Missouri,Gasconade,6
Missouri,Gentry,1
Missouri,Greene,368
Missouri,Grundy,1
Missouri,Harrison,1
Missouri,Henry,5
Missouri,Hickory,2
Missouri,Holt,1
Missouri,Howard,2
Missouri,Howell,10
Missouri,Iron,2
Missouri,Jackson,1339
Missouri,Jasper,140
Missouri,Jefferson,62
Missouri,Johnson,10
Missouri,Knox,1
Missouri,Laclede,10
Missouri,Lafayette,4
Missouri,Lawrence,14
Missouri,Lewis,2
Missouri,Lincoln,25
Missouri,Linn,1
Missouri,Livingston,3
Missouri,Macon,3
Missouri,Madison,2
Missouri,Maries,6
Missouri,Marion,16
Missouri,McDonald,7
Missouri,Mcdonald,4
Missouri,Miller,4
Missouri,Mississippi,20
Missouri,Mississippi County,1
Missouri,Moniteau,9
Missouri,Monroe,4
Missouri,Montgomery,4
Missouri,Morgan,3
Missouri,New Madrid,5
Missouri,Newton,16
Missouri,Nodaway,1
Missouri,North,1
Missouri,Oregon,4
Missouri,Osage,3
Missouri,Ozark,3
Missouri,Pemiscot,12
Missouri,Perry,9
Missouri,Pettis,15
Missouri,Phelps,14
Missouri,Pike,8
Missouri,Platte,9
Missouri,Polk,5
Missouri,Pulaski,12
Missouri,Randolph,17
Missouri,Ray,1
Missouri,Reynolds,2
Missouri,Ripley,6
Missouri,Saint Charles,5
Missouri,Saint Louis,19
Missouri,Saline,7
Missouri,Scott,52
Missouri,Shannon,2
Missouri,Shelby,1
Missouri,South,1
Missouri,St. Charles,52
Missouri,St. Clair,1
Missouri,St. Francois,13
Missouri,St. Louis,238
Missouri,St. Louis ,2493
Missouri,St. Louis (city),186
Missouri,Ste. Genevieve,1
Missouri,Stoddard,3
Missouri,Stone,6
Missouri,Sullivan,1
Missouri,Taney,16
Missouri,Texas,9
Missouri,Vernon,15
Missouri,Warren,8
Missouri,Washington,7
Missouri,Wayne,5
Missouri,Webster,8
Missouri,Williamsburg,3
Missouri,Wright,1
Montana,Beaverhead,5
Montana,Big Horn,7
Montana,Blaine,1
Montana,Broadwater,3
Montana,Carbon,3
Montana,Carter,1
Montana,Cascade,51
Montana,Custer,2
Montana,Dawson,1
Montana,Deer Lodge,5
Montana,Fergus,1
Montana,Flathead,57
Montana,Gallatin,39
Montana,Glacier,2
Montana,Hill,2
Montana,Jefferson,5
Montana,Lake,12
Montana,Lewis And Clark,3
Montana,Lewis and Clark,62
Montana,Liberty,1
Montana,Lincoln,9
Montana,Madison,4
Montana,Meagher,1
Montana,Mineral,3
Montana,Missoula,71
Montana,Musselshell,4
Montana,Park,6
Montana,Phillips,1
Montana,Powell,3
Montana,Ravalli,25
Montana,Richland,3
Montana,Roosevelt,2
Montana,Rosebud,2
Montana,Sanders,4
Montana,Sheridan,2
Montana,Silver Bow,73
Montana,Stillwater,2
Montana,Toole,1
Montana,Valley,3
Montana,Yellowstone,153
Nebraska,Adams,8
Nebraska,Antelope,2
Nebraska,Boyd,2
Nebraska,Buffalo,19
Nebraska,Burt,2
Nebraska,Butler,1
Nebraska,Cass,8
Nebraska,Chase,2
Nebraska,Cheyenne,2
Nebraska,Colfax,3
Nebraska,Custer,1
Nebraska,Dakota,7
Nebraska,Dawes,2
Nebraska,Dawson,5
Nebraska,Deuel,1
Nebraska,Dixon,2
Nebraska,Dodge,10
Nebraska,Douglas,933
Nebraska,Fillmore,1
Nebraska,Furnas,2
Nebraska,Gage,8
Nebraska,Garfield,1
Nebraska,Gosper,1
Nebraska,Hall,17
Nebraska,Hamilton,1
Nebraska,Harlan,1
Nebraska,Hitchcock,2
Nebraska,Jefferson,1
Nebraska,Keith,3
Nebraska,Knox,2
Nebraska,Lancaster,474
Nebraska,Lincoln,21
Nebraska,Madison,9
Nebraska,Merrick,2
Nebraska,Morrill,1
Nebraska,Nance,1
Nebraska,Nemaha,1
Nebraska,Otoe,2
Nebraska,Phelps,1
Nebraska,Pierce,1
Nebraska,Platte,17
Nebraska,Red Willow,1
Nebraska,Richardson,2
Nebraska,Saline,1
Nebraska,Sarpy,24
Nebraska,Saunders,5
Nebraska,Scotts Bluff,12
Nebraska,Seward,3
Nebraska,Sherman,1
Nebraska,Stanton,1
Nebraska,Washington,9
Nebraska,York,8
Nevada,Carson,1
Nevada,Carson City ,28
Nevada,Churchill,2
Nevada,Clark,1482
Nevada,Douglas,7
Nevada,Elko,32
Nevada,Humboldt,2
Nevada,Lander,1
Nevada,Lincoln,1
Nevada,Lyon,23
Nevada,Mineral,1
Nevada,Nye,25
Nevada,Pershing,2
Nevada,Storey,3
Nevada,Washoe,332
Nevada,White Pine,3
Nevada,Yavapai,1
New Hampshire,Atkinson,2
New Hampshire,Bath,1
New Hampshire,Bedford,5
New Hampshire,Belknap,35
New Hampshire,Carroll,14
New Hampshire,Cheshire,35
New Hampshire,Chesterfield,2
New Hampshire,Coos,10
New Hampshire,Effingham,1
New Hampshire,Fremont,3
New Hampshire,Grafton,23
New Hampshire,Hillsborough,347
New Hampshire,Lee,3
New Hampshire,Litchfield,1
New Hampshire,Mason,1
New Hampshire,Merrimack,73
New Hampshire,Newton,2
New Hampshire,Northumberland,1
New Hampshire,Rockingham,120
New Hampshire,Salem,16
New Hampshire,Stoddard,1
New Hampshire,Strafford,132
New Hampshire,Sullivan,11
New Hampshire,Windham,3
New Jersey,Atlantic,376
New Jersey,Bergen,123
New Jersey,Burlington,182
New Jersey,Camden,341
New Jersey,Cape May,28
New Jersey,Clark,1
New Jersey,Cumberland,255
New Jersey,Essex,769
New Jersey,Fairfield,2
New Jersey,Gloucester,71
New Jersey,Greenville,2
New Jersey,Hillsborough,1
New Jersey,Howell,10
New Jersey,Hudson,704
New Jersey,Hunterdon,10
New Jersey,Jackson,8
New Jersey,Lawrence,1
New Jersey,Livingston,1
New Jersey,Mercer,777
New Jersey,Middlesex,92
New Jersey,Monmouth,106
New Jersey,Montague,1
New Jersey,Morris,43
New Jersey,Ocean,61
New Jersey,Orange,35
New Jersey,Passaic,624
New Jersey,Randolph,3
New Jersey,Salem,51
New Jersey,Somerset,38
New Jersey,Southampton,1
New Jersey,Stafford,2
New Jersey,Sussex,26
New Jersey,Union,223
New Jersey,Warren,12
New Jersey,Wayne,3
New Mexico,Bernalillo,766
New Mexico,Chaves,95
New Mexico,Cibola,9
New Mexico,Colfax,5
New Mexico,Curry,36
New Mexico,De Baca,1
New Mexico,Dona Ana,4
New Mexico,Doña Ana,108
New Mexico,Eddy,94
New Mexico,Grant,15
New Mexico,Guadalupe,1
New Mexico,Hidalgo,2
New Mexico,Lea,29
New Mexico,Lincoln,11
New Mexico,Los Alamos,5
New Mexico,Luna,5
New Mexico,McKinley,8
New Mexico,Mckinley,4
New Mexico,Mora,1
New Mexico,Otero,15
New Mexico,Quay,5
New Mexico,Rio Arriba,22
New Mexico,Roosevelt,34
New Mexico,San Juan,66
New Mexico,San Miguel,11
New Mexico,Sandoval,36
New Mexico,Santa Fe,150
New Mexico,Sierra,2
New Mexico,Socorro,4
New Mexico,Taos,52
New Mexico,Torrance,5
New Mexico,Valencia,29
New York,Albany,240
New York,Allegany,12
New York,Amherst,7
New York,Bethel,1
New York,Bronx,845
New York,Broome,92
New York,Cambria,1
New York,Cameron,1
New York,Carlisle,1
New York,Carlton,1
New York,Cattaraugus,25
New York,Cayuga,22
New York,Chautauqua,111
New York,Chemung,72
New York,Chenango,10
New York,Clay,6
New York,Clinton,12
New York,Columbia,16
New York,Cortland,10
New York,Delaware,4
New York,Dickinson,1
New York,Dutchess,174
New York,Erie,1038
New York,Essex,7
New York,Evans,1
New York,Fayette,1
New York,Franklin,4
New York,Fulton,11
New York,Gates,4
New York,Genesee,19
New York,Greene,15
New York,Harford,1
New York,Herkimer,8
New York,Hillsdale,2
New York,Hinsdale,1
New York,Huron,1
New York,Jasper,1
New York,Jefferson,36
New York,Kendall,1
New York,Kent,1
New York,Kings,1397
New York,Knox,1
New York,Lewis,4
New York,Livingston,20
New York,Madison,9
New York,Monroe,770
New York,Montgomery,10
New York,Nassau,282
New York,New York,522
New York,Niagara,261
New York,Oneida,216
New York,Onondaga,672
New York,Ontario,35
New York,Orange,185
New York,Orleans,13
New York,Oswego,19
New York,Otsego,20
New York,Plymouth,2
New York,Porter,1
New York,Preble,1
New York,Putnam,10
New York,Queens,130
New York,Rensselaer,107
New York,Richmond,411
New York,Rockland,47
New York,Rush,1
New York,Russell,3
New York,Saratoga,25
New York,Schenectady,124
New York,Schoharie,4
New York,Schuyler,3
New York,Seneca,12
New York,St. Lawrence,42
New York,Stafford,3
New York,Stanley,1
New York,Sterling,1
New York,Steuben,19
New York,Suffolk,367
New York,Sullivan,42
New York,Summit,1
New York,Tioga,7
New York,Tompkins,45
New York,Ullster,1
New York,Ulster,125
New York,Warren,18
New York,Washington,27
New York,Wayne,17
New York,Westchester,164
New York,Wyoming,15
New York,Yates,6
New York,York,4
North Carolina,Alamance,213
North Carolina,Alexander,14
North Carolina,Alleghany,2
North Carolina,Anderson,1
North Carolina,Anson,16
North Carolina,Ashe,2
North Carolina,Avery,3
North Carolina,Beaufort,30
North Carolina,Bertie,14
North Carolina,Bladen,52
North Carolina,Brunswick,59
North Carolina,Buncombe,165
North Carolina,Burke,33
North Carolina,Burke County,1
North Carolina,Cabarrus,91
North Carolina,Caldwell,25
North Carolina,Camden,5
North Carolina,Candler,10
North Carolina,Carteret,17
North Carolina,Caswell,8
North Carolina,Catawba,83
North Carolina,Charleston,2
North Carolina,Chatham,13
North Carolina,Cherokee,4
North Carolina,Chowan,10
North Carolina,Clarendon,3
North Carolina,Cleveland,69
North Carolina,Colfax,1
North Carolina,Columbus,110
North Carolina,Craven,116
North Carolina,Cumberland,442
North Carolina,Currituck,3
North Carolina,Dare,8
North Carolina,Davidson,91
North Carolina,Davie,5
North Carolina,Duplin,22
North Carolina,Durham,519
North Carolina,Edgecombe,31
North Carolina,Forsyth,142
North Carolina,Franklin,14
North Carolina,Gaston,149
North Carolina,Gates,1
North Carolina,Graham,1
North Carolina,Granville,14
North Carolina,Greene,8
North Carolina,Guilford,661
North Carolina,Halifax,92
North Carolina,Harnett,29
North Carolina,Haywood,22
North Carolina,Henderson,53
North Carolina,Hertford,7
North Carolina,Hoke,29
North Carolina,Hyde,2
North Carolina,Iredell,101
North Carolina,Jackson,4
North Carolina,Johnston,41
North Carolina,Jones,6
North Carolina,Lee,61
North Carolina,Lenoir,193
North Carolina,Lincoln,31
North Carolina,Macon,12
North Carolina,Madison,6
North Carolina,Martin,17
North Carolina,McDowell,39
North Carolina,Mcdowell,5
North Carolina,Mecklenburg,1338
North Carolina,Mitchell,2
North Carolina,Montgomery,7
North Carolina,Moore,54
North Carolina,Nash,150
North Carolina,New Hanover,470
North Carolina,Northampton,15
North Carolina,Onslow,104
North Carolina,Orange,49
North Carolina,Pamlico,13
North Carolina,Pasquotank,62
North Carolina,Pender,20
North Carolina,Pendleton,1
North Carolina,Perquimans,6
North Carolina,Person,11
North Carolina,Pitt,369
North Carolina,Polk,6
North Carolina,Racine,1
North Carolina,Randolph,66
North Carolina,Richland,1
North Carolina,Richmond,10
North Carolina,Robeson,197
North Carolina,Rockingham,81
North Carolina,Rowan,222
North Carolina,Rutherford,25
North Carolina,Sampson,30
North Carolina,Scotland,47
North Carolina,Stanly,35
North Carolina,Stokes,11
North Carolina,Surry,26
North Carolina,Swain,4
North Carolina,Transylvania,7
North Carolina,Tyrrell,7
North Carolina,Union,47
North Carolina,Vance,41
North Carolina,Vilas,2
North Carolina,Wake,462
North Carolina,Warren,6
North Carolina,Washington,15
North Carolina,Watauga,16
North Carolina,Wayne,261
North Carolina,Wilkes,9
North Carolina,Wilson,24
North Carolina,Yadkin,7
North Carolina,Yancey,5
North Dakota,Barnes,9
North Dakota,Benson,2
North Dakota,Billings,1
North Dakota,Bottineau,1
North Dakota,Bowman,1
North Dakota,Burke,1
North Dakota,Burleigh,97
North Dakota,Cass,109
North Dakota,Divide,2
North Dakota,Dunn,1
North Dakota,Eddy,1
North Dakota,Golden Valley,1
North Dakota,Grand Forks,36
North Dakota,Hettinger,1
North Dakota,LaMoure,1
North Dakota,McKenzie,14
North Dakota,McLean,4
North Dakota,Mckenzie,2
North Dakota,Mclean,1
North Dakota,Mercer,3
North Dakota,Morton,34
North Dakota,Mountrail,4
North Dakota,Pembina,3
North Dakota,Ramsey,7
North Dakota,Ransom,2
North Dakota,Renville,1
North Dakota,Richland,6
North Dakota,Rolette,6
North Dakota,Sargent,2
North Dakota,Sioux,1
North Dakota,Stark,51
North Dakota,Steele,1
North Dakota,Stutsman,8
North Dakota,Walsh,1
North Dakota,Ward,94
North Dakota,Wells,1
North Dakota,Williams,60
Ohio,Adams,2
Ohio,Allen,34
Ohio,Ashland,5
Ohio,Ashtabula,80
Ohio,Athens,11
Ohio,Auglaize,4
Ohio,Bath,2
Ohio,Belmont,20
Ohio,Brown,9
Ohio,Butler,226
Ohio,Carroll,2
Ohio,Champaign,7
Ohio,Clark,203
Ohio,Clermont,22
Ohio,Clinton,3
Ohio,Columbiana,16
Ohio,Coshocton,8
Ohio,Crawford,2
Ohio,Cuyahoga,2102
Ohio,Darke,13
Ohio,Defiance,8
Ohio,Delaware,14
Ohio,Erie,78
Ohio,Fairfield,72
Ohio,Fayette,2
Ohio,Franklin,1383
Ohio,Fulton,11
Ohio,Gallia,9
Ohio,Geauga,4
Ohio,Greene,71
Ohio,Guernsey,23
Ohio,Hamilton,1401
Ohio,Hancock,17
Ohio,Hardin,1
Ohio,Harrison,2
Ohio,Henry,1
Ohio,Highland,6
Ohio,Hocking,7
Ohio,Holmes,1
Ohio,Houston,1
Ohio,Huron,8
Ohio,Jackson,8
Ohio,Jefferson,26
Ohio,Knox,9
Ohio,Lake,51
Ohio,Lawrence,13
Ohio,Liberty,1
Ohio,Licking,48
Ohio,Logan,8
Ohio,Lorain,259
Ohio,Lucas,831
Ohio,Madison,5
Ohio,Mahoning,347
Ohio,Marion,29
Ohio,Medina,24
Ohio,Meigs,7
Ohio,Mercer,13
Ohio,Miami,47
Ohio,Monroe,1
Ohio,Montgomery,1219
Ohio,Morgan,3
Ohio,Morrow,3
Ohio,Muskingum,32
Ohio,Newton,1
Ohio,Ottawa,4
Ohio,Paulding,7
Ohio,Perry,8
Ohio,Pickaway,11
Ohio,Pike,6
Ohio,Portage,33
Ohio,Preble,15
Ohio,Putnam,2
Ohio,Randolph,1
Ohio,Richland,38
Ohio,Ross,38
Ohio,Sandusky,30
Ohio,Scioto,23
Ohio,Seneca,16
Ohio,Shelby,13
Ohio,Stark,292
Ohio,Sullivan,1
Ohio,Summit,436
Ohio,Trumbull,156
Ohio,Tuscarawas,15
Ohio,Union,4
Ohio,Van Wert,3
Ohio,Vinton,3
Ohio,Warren,39
Ohio,Washington,4
Ohio,Wayne,16
Ohio,Williams,3
Ohio,Wood,26
Ohio,Wyandot,3
Oklahoma,Adair,8
Oklahoma,Atoka,9
Oklahoma,Beckham,7
Oklahoma,Blaine,2
Oklahoma,Bryan,14
Oklahoma,Caddo,16
Oklahoma,Canadian,17
Oklahoma,Carter,49
Oklahoma,Cherokee,21
Oklahoma,Choctaw,8
Oklahoma,Cleveland,62
Oklahoma,Coal,3
Oklahoma,Comanche,129
Oklahoma,Cotton,4
Oklahoma,Craig,3
Oklahoma,Creek,27
Oklahoma,Custer,9
Oklahoma,Delaware,14
Oklahoma,Dewey,1
Oklahoma,Ellis,1
Oklahoma,Garfield,64
Oklahoma,Garvin,10
Oklahoma,Grady,39
Oklahoma,Grant,2
Oklahoma,Harmon,2
Oklahoma,Haskell,3
Oklahoma,Hughes,3
Oklahoma,Jackson,39
Oklahoma,Jefferson,3
Oklahoma,Johnston,6
Oklahoma,Kay,6
Oklahoma,Kingfisher,3
Oklahoma,Kiowa,3
Oklahoma,Le Flore,12
Oklahoma,Lincoln,10
Oklahoma,Logan,22
Oklahoma,Love,6
Oklahoma,Major,1
Oklahoma,Marshall,8
Oklahoma,Mayes,14
Oklahoma,McClain,16
Oklahoma,McCurtain,12
Oklahoma,McIntosh,9
Oklahoma,Mccurtain,1
Oklahoma,Mcintosh,1
Oklahoma,Murray,7
Oklahoma,Muskogee,73
Oklahoma,Noble,3
Oklahoma,Nowata,4
Oklahoma,Okfuskee,1
Oklahoma,Oklahoma,972
Oklahoma,Okmulgee,26
Oklahoma,Osage,17
Oklahoma,Ottawa,14
Oklahoma,Pawnee,3
Oklahoma,Payne,29
Oklahoma,Pittsburg,14
Oklahoma,Pontotoc,21
Oklahoma,Pottawatomie,25
Oklahoma,Pushmataha,3
Oklahoma,Roger Mills,1
Oklahoma,Rogers,49
Oklahoma,Seminole,8
Oklahoma,Sequoyah,18
Oklahoma,Stephens,11
Oklahoma,Swisher,1
Oklahoma,Texas,4
Oklahoma,Tillman,2
Oklahoma,Tulsa,1346
Oklahoma,Wagoner,23
Oklahoma,Washington,36
Oklahoma,Washita,5
Oklahoma,Woodward,5
Oregon,Baker,9
Oregon,Benton,26
Oregon,Clackamas,75
Oregon,Clatsop,8
Oregon,Columbia,18
Oregon,Coos,22
Oregon,Cowlitz,1
Oregon,Crook,8
Oregon,Curry,12
Oregon,Deschutes,40
Oregon,Douglas,34
Oregon,Grant,7
Oregon,Harney,3
Oregon,Hood River,8
Oregon,Jackson,222
Oregon,Jefferson,10
Oregon,Josephine,67
Oregon,Klamath,39
Oregon,Lake,1
Oregon,Lane,149
Oregon,Lincoln,12
Oregon,Linn,120
Oregon,Malheur,18
