state_id,county_name,amount
MN,Traverse,4
MN,Wabasha,19
MN,Wadena,9
MN,Waseca,5
MN,Washington,44
MN,Watonwan,3
MN,Wilkin,7
MN,Winona,20
MN,Wright,41
MN,Yellow Medicine,3
MO,Adair,9
MO,Andrew,12
MO,Atchison,3
MO,Audrain,15
MO,Barry,20
MO,Barton,7
MO,Bates,7
MO,Benton,18
MO,Bollinger,10
MO,Boone,56
MO,Buchanan,31
MO,Butler,23
MO,Caldwell,9
MO,Callaway,22
MO,Camden,35
MO,Cape Girardeau,39
MO,Carroll,15
MO,Carter,6
MO,Cass,49
MO,Cedar,10
MO,Chariton,11
MO,Christian,45
MO,Clark,5
MO,Clay,59
MO,Clinton,17
MO,Cole,49
MO,Cooper,17
MO,Crawford,22
MO,Dade,5
MO,Dallas,11
MO,Daviess,5
MO,DeKalb,12
MO,Dent,12
MO,Douglas,6
MO,Dunklin,29
MO,Franklin,66
MO,Gasconade,23
MO,Gentry,11
MO,Greene,161
MO,Grundy,7
MO,Harrison,12
MO,Henry,11
MO,Hickory,3
MO,Holt,4
MO,Howard,4
MO,Howell,32
MO,Iron,8
MO,Jackson,131
MO,Jasper,51
MO,Jefferson,90
MO,Johnson,18
MO,Knox,3
MO,Laclede,26
MO,Lafayette,16
MO,Lawrence,16
MO,Lewis,8
MO,Lincoln,37
MO,Linn,11
MO,Livingston,7
MO,Macon,14
MO,Madison,7
MO,Maries,8
MO,Marion,19
MO,McDonald,10
MO,Mercer,4
MO,Miller,15
MO,Mississippi,4
MO,Moniteau,7
MO,Monroe,7
MO,Montgomery,13
MO,Morgan,13
MO,New Madrid,5
MO,Newton,23
MO,Nodaway,19
MO,Oregon,11
MO,Osage,19
MO,Ozark,14
MO,Pemiscot,10
MO,Perry,24
MO,Pettis,32
MO,Phelps,26
MO,Pike,18
MO,Platte,9
MO,Polk,23
MO,Pulaski,16
MO,Putnam,2
MO,Ralls,13
MO,Randolph,37
MO,Ray,13
MO,Reynolds,7
MO,Ripley,12
MO,Saline,7
MO,Schuyler,4
MO,Scotland,3
MO,Scott,25
MO,Shannon,5
MO,Shelby,7
MO,St. Charles,60
MO,St. Clair,6
MO,St. Francois,24
MO,St. Louis,114
MO,St. Louis (city),87
MO,Ste. Genevieve,12
MO,Stoddard,21
MO,Stone,13
MO,Sullivan,4
MO,Taney,23
MO,Texas,33
MO,Vernon,12
MO,Warren,15
MO,Washington,14
MO,Wayne,9
MO,Webster,29
MO,Worth,1
MO,Wright,26
MS,Adams,14
MS,Alcorn,14
MS,Amite,7
MS,Attala,6
MS,Benton,1
MS,Bolivar,15
MS,Calhoun,5
MS,Carroll,4
MS,Chickasaw,4
MS,Choctaw,7
MS,Claiborne,5
MS,Clarke,7
MS,Clay,6
MS,Coahoma,3
MS,Copiah,10
MS,Covington,11
MS,DeSoto,30
MS,Forrest,40
MS,Franklin,5
MS,George,19
MS,Greene,6
MS,Grenada,13
MS,Hancock,10
MS,Harrison,34
MS,Hinds,43
MS,Holmes,2
MS,Humphreys,3
MS,Itawamba,13
MS,Jackson,32
MS,Jasper,5
MS,Jefferson,1
MS,Jefferson Davis,6
MS,Jones,37
MS,Kemper,1
MS,Lafayette,20
MS,Lamar,16
MS,Lauderdale,29
MS,Lawrence,5
MS,Leake,10
MS,Lee,33
MS,Leflore,13
MS,Lincoln,14
MS,Lowndes,24
MS,Madison,37
MS,Marion,13
MS,Marshall,9
MS,Monroe,19
MS,Montgomery,3
MS,Neshoba,5
MS,Newton,10
MS,Noxubee,4
MS,Oktibbeha,8
MS,Panola,10
MS,Pearl River,28
MS,Perry,5
MS,Pike,10
MS,Pontotoc,11
MS,Prentiss,11
MS,Rankin,54
MS,Scott,13
MS,Sharkey,3
MS,Simpson,10
MS,Smith,5
MS,Stone,5
MS,Sunflower,4
MS,Tallahatchie,2
MS,Tate,7
MS,Tippah,13
MS,Tishomingo,13
MS,Tunica,5
MS,Union,14
MS,Walthall,7
MS,Warren,23
MS,Washington,12
MS,Wayne,11
MS,Webster,4
MS,Wilkinson,2
MS,Winston,11
MS,Yalobusha,6
MS,Yazoo,8
MT,Beaverhead,20
MT,Big Horn,7
MT,Blaine,10
MT,Broadwater,10
MT,Carbon,14
MT,Carter,2
MT,Cascade,90
MT,Chouteau,9
MT,Custer,12
MT,Daniels,8
MT,Dawson,15
MT,Deer Lodge,9
MT,Fallon,9
MT,Fergus,26
MT,Flathead,137
MT,Gallatin,137
MT,Garfield,2
MT,Glacier,6
MT,Golden Valley,1
MT,Granite,5
MT,Hill,25
MT,Jefferson,14
MT,Judith Basin,8
MT,Lake,26
MT,Lewis and Clark,65
MT,Liberty,6
MT,Lincoln,37
MT,Madison,15
MT,McCone,6
MT,Meagher,1
MT,Mineral,6
MT,Missoula,77
MT,Musselshell,11
MT,Park,30
MT,Petroleum,2
MT,Phillips,7
MT,Pondera,10
MT,Powder River,10
MT,Powell,14
MT,Prairie,4
MT,Ravalli,75
MT,Richland,21
MT,Roosevelt,15
MT,Rosebud,12
MT,Sanders,24
MT,Sheridan,8
MT,Silver Bow,28
MT,Stillwater,15
MT,Sweet Grass,10
MT,Teton,12
MT,Toole,13
MT,Valley,14
MT,Wheatland,4
MT,Yellowstone,128
NC,Alamance,38
NC,Alexander,15
NC,Alleghany,4
NC,Anson,10
NC,Ashe,16
NC,Avery,10
NC,Beaufort,14
NC,Bertie,2
NC,Bladen,13
NC,Brunswick,32
NC,Buncombe,47
NC,Burke,26
NC,Cabarrus,50
NC,Caldwell,23
NC,Camden,11
NC,Carteret,34
NC,Caswell,5
NC,Catawba,38
NC,Chatham,26
NC,Cherokee,16
NC,Chowan,5
NC,Clay,7
NC,Cleveland,35
NC,Columbus,20
NC,Craven,47
NC,Cumberland,77
NC,Currituck,18
NC,Dare,19
NC,Davidson,45
NC,Davie,23
NC,Duplin,18
NC,Durham,28
NC,Edgecombe,11
NC,Forsyth,49
NC,Franklin,19
NC,Gaston,53
NC,Gates,2
NC,Graham,4
NC,Granville,15
NC,Greene,5
NC,Guilford,72
NC,Halifax,10
NC,Harnett,26
NC,Haywood,40
NC,Henderson,51
NC,Hertford,8
NC,Hoke,20
NC,Hyde,4
NC,Iredell,61
NC,Jackson,16
NC,Johnston,44
NC,Jones,8
NC,Lee,31
NC,Lenoir,20
NC,Lincoln,29
NC,Macon,30
NC,Madison,11
NC,Martin,8
NC,McDowell,21
NC,Mecklenburg,113
NC,Mitchell,7
NC,Montgomery,10
NC,Moore,43
NC,Nash,30
NC,New Hanover,55
NC,Northampton,6
NC,Onslow,59
NC,Orange,10
NC,Pamlico,5
NC,Pasquotank,11
NC,Pender,29
NC,Perquimans,4
NC,Person,11
NC,Pitt,40
NC,Polk,11
NC,Randolph,48
NC,Richmond,13
NC,Robeson,24
NC,Rockingham,56
NC,Rowan,45
NC,Rutherford,21
NC,Sampson,16
NC,Scotland,10
NC,Stanly,36
NC,Stokes,10
NC,Surry,24
NC,Swain,17
NC,Transylvania,15
NC,Tyrrell,3
NC,Union,48
NC,Vance,7
NC,Wake,124
NC,Warren,6
NC,Washington,5
NC,Watauga,15
NC,Wayne,28
NC,Wilkes,17
NC,Wilson,17
NC,Yadkin,18
NC,Yancey,6
ND,Adams,1
ND,Barnes,10
ND,Benson,2
ND,Bottineau,15
ND,Bowman,4
ND,Burke,2
ND,Burleigh,46
ND,Cass,39
ND,Cavalier,5
ND,Dickey,6
ND,Divide,4
ND,Dunn,4
ND,Eddy,3
ND,Emmons,4
ND,Foster,3
ND,Golden Valley,3
ND,Grand Forks,27
ND,Grant,7
ND,Griggs,4
ND,Hettinger,1
ND,Kidder,5
ND,LaMoure,5
ND,Logan,6
ND,McHenry,7
ND,McIntosh,3
ND,McKenzie,10
ND,McLean,15
ND,Mercer,16
ND,Morton,17
ND,Mountrail,5
ND,Nelson,2
ND,Oliver,5
ND,Pembina,10
ND,Pierce,2
ND,Ramsey,12
ND,Ransom,5
ND,Renville,1
ND,Richland,18
ND,Rolette,8
ND,Sargent,9
ND,Stark,20
ND,Stutsman,16
ND,Towner,3
ND,Traill,2
ND,Walsh,11
ND,Ward,41
ND,Wells,8
ND,Williams,21
NE,Adams,23
NE,Antelope,7
NE,Arthur,1
NE,Boone,9
NE,Box Butte,17
NE,Boyd,2
NE,Brown,4
NE,Buffalo,26
NE,Burt,3
NE,Butler,9
NE,Cass,8
NE,Cedar,4
NE,Chase,4
NE,Cherry,14
NE,Cheyenne,91
NE,Clay,6
NE,Colfax,2
NE,Cuming,4
NE,Custer,20
NE,Dakota,7
NE,Dawes,10
NE,Dawson,8
NE,Dixon,7
NE,Dodge,22
NE,Douglas,75
NE,Dundy,3
NE,Fillmore,6
NE,Franklin,1
NE,Frontier,3
NE,Furnas,8
NE,Gage,20
NE,Garden,1
NE,Garfield,2
NE,Gosper,2
NE,Grant,1
NE,Greeley,1
NE,Hall,20
NE,Hamilton,7
NE,Harlan,4
NE,Hayes,1
NE,Hitchcock,6
NE,Holt,10
NE,Hooker,2
NE,Howard,2
NE,Jefferson,7
NE,Kearney,5
NE,Keith,5
NE,Keya Paha,2
NE,Kimball,2
NE,Knox,10
NE,Lancaster,54
NE,Lincoln,25
NE,Logan,2
NE,Loup,2
NE,Madison,22
NE,McPherson,1
NE,Merrick,6
NE,Morrill,5
NE,Nance,4
NE,Nemaha,8
NE,Nuckolls,5
NE,Otoe,9
NE,Pawnee,2
NE,Perkins,4
NE,Phelps,8
NE,Pierce,5
NE,Platte,14
NE,Polk,4
NE,Red Willow,4
NE,Richardson,11
NE,Rock,3
NE,Saline,7
NE,Sarpy,33
NE,Saunders,17
NE,Scotts Bluff,24
NE,Seward,11
NE,Sheridan,8
NE,Sherman,3
NE,Stanton,4
NE,Thayer,7
NE,Thomas,1
NE,Thurston,1
NE,Valley,8
NE,Washington,8
NE,Wayne,4
NE,Webster,4
NE,Wheeler,2
NE,York,9
NH,Belknap,19
NH,Carroll,13
NH,Cheshire,23
NH,Coos,17
NH,Grafton,29
NH,Hillsborough,70
NH,Merrimack,21
NH,Rockingham,36
NH,Strafford,26
NH,Sullivan,23
NJ,Atlantic,19
NJ,Bergen,18
NJ,Burlington,16
NJ,Camden,8
NJ,Cape May,8
NJ,Cumberland,12
NJ,Gloucester,18
NJ,Hudson,7
NJ,Hunterdon,16
NJ,Mercer,8
NJ,Middlesex,9
NJ,Monmouth,31
NJ,Morris,24
NJ,Ocean,20
NJ,Passaic,20
NJ,Salem,9
NJ,Somerset,10
NJ,Sussex,18
NJ,Union,8
NJ,Warren,17
NM,Bernalillo,159
NM,Catron,5
NM,Chaves,21
NM,Cibola,9
NM,Colfax,17
NM,Curry,23
NM,De Baca,3
NM,Do?ña Ana,54
NM,Eddy,27
NM,Grant,15
NM,Guadalupe,3
NM,Harding,5
NM,Hidalgo,8
NM,Lea,32
NM,Lincoln,23
NM,Los Alamos,15
NM,Luna,6
NM,McKinley,24
NM,Mora,3
NM,Otero,30
NM,Quay,15
NM,Rio Arriba,6
NM,Roosevelt,5
NM,San Juan,53
NM,San Miguel,9
NM,Sandoval,57
NM,Santa Fe,37
NM,Sierra,6
NM,Socorro,4
NM,Taos,8
NM,Torrance,10
NM,Union,7
NM,Valencia,30
NV,Carson City (city),34
NV,Churchill,11
NV,Clark,250
NV,Douglas,58
NV,Elko,36
NV,Esmeralda,2
NV,Eureka,6
NV,Humboldt,14
NV,Lander,7
NV,Lincoln,7
NV,Lyon,35
NV,Mineral,3
NV,Nye,31
NV,Pershing,4
NV,Washoe,153
NV,White Pine,7
NY,Albany,13
NY,Allegany,19
NY,Bronx,4
NY,Broome,42
NY,Cattaraugus,34
NY,Cayuga,14
NY,Chautauqua,29
NY,Chemung,14
NY,Chenango,18
NY,Clinton,7
NY,Columbia,12
NY,Cortland,12
NY,Delaware,24
NY,Dutchess,48
NY,Erie,97
NY,Essex,4
NY,Franklin,17
NY,Fulton,14
NY,Genesee,21
NY,Greene,14
NY,Hamilton,5
NY,Herkimer,27
NY,Jefferson,18
NY,Kings,8
NY,Lewis,20
NY,Livingston,17
NY,Madison,15
NY,Monroe,105
NY,Montgomery,12
NY,Nassau,52
NY,New York,12
NY,Niagara,38
NY,Oneida,56
NY,Onondaga,48
NY,Ontario,24
NY,Orange,65
NY,Orleans,7
NY,Oswego,34
NY,Otsego,22
NY,Putnam,10
NY,Rensselaer,18
NY,Richmond,5
NY,Rockland,40
NY,Saratoga,19
NY,Schenectady,18
NY,Schoharie,10
NY,Schuyler,5
NY,Seneca,7
NY,St. Lawrence,26
NY,Steuben,31
NY,Suffolk,72
NY,Sullivan,36
NY,Tioga,9
NY,Tompkins,16
NY,Ulster,62
NY,Warren,10
NY,Washington,24
NY,Wayne,27
NY,Westchester,51
NY,Wyoming,15
NY,Yates,12
OH,Adams,11
OH,Allen,28
OH,Ashland,19
OH,Ashtabula,33
OH,Athens,23
OH,Auglaize,13
OH,Belmont,29
OH,Brown,25
OH,Butler,53
OH,Carroll,9
OH,Champaign,10
OH,Clark,38
OH,Clermont,47
OH,Clinton,16
OH,Columbiana,45
OH,Coshocton,15
OH,Crawford,11
OH,Cuyahoga,117
OH,Darke,12
OH,Defiance,13
OH,Delaware,42
OH,Erie,16
OH,Fairfield,42
OH,Fayette,6
OH,Franklin,126
OH,Fulton,18
OH,Gallia,8
OH,Geauga,31
OH,Greene,29
OH,Guernsey,23
OH,Hamilton,132
OH,Hancock,19
OH,Hardin,8
OH,Harrison,8
OH,Henry,6
OH,Highland,19
OH,Hocking,10
OH,Holmes,15
OH,Huron,15
OH,Jackson,14
OH,Jefferson,31
OH,Knox,25
OH,Lake,73
OH,Lawrence,23
OH,Licking,57
OH,Logan,25
OH,Lorain,60
OH,Lucas,62
OH,Madison,19
OH,Mahoning,45
OH,Marion,17
OH,Medina,61
OH,Meigs,11
OH,Mercer,16
OH,Miami,20
OH,Monroe,14
OH,Montgomery,115
OH,Morgan,3
OH,Morrow,6
OH,Muskingum,27
OH,Noble,2
OH,Ottawa,16
OH,Paulding,6
OH,Perry,14
OH,Pickaway,16
OH,Pike,7
OH,Portage,38
OH,Preble,25
OH,Putnam,15
OH,Richland,28
OH,Ross,31
OH,Sandusky,21
OH,Scioto,26
OH,Seneca,9
OH,Shelby,16
OH,Stark,88
OH,Summit,76
OH,Trumbull,50
OH,Tuscarawas,48
OH,Union,8
OH,Van Wert,7
OH,Warren,73
OH,Washington,40
OH,Wayne,27
OH,Williams,21
OH,Wood,38
OH,Wyandot,15
OK,Adair,7
OK,Alfalfa,5
OK,Atoka,12
OK,Beaver,6
OK,Beckham,17
OK,Blaine,6
OK,Bryan,21
OK,Caddo,15
OK,Canadian,54
OK,Carter,18
OK,Cherokee,24
OK,Choctaw,8
OK,Cimarron,6
OK,Cleveland,52
OK,Coal,1
OK,Comanche,55
OK,Cotton,6
OK,Craig,10
OK,Creek,26
OK,Custer,22
OK,Delaware,23
OK,Dewey,5
OK,Ellis,5
OK,Garfield,98
OK,Garvin,19
OK,Grady,24
OK,Grant,3
OK,Greer,2
OK,Harmon,7
OK,Harper,4
OK,Haskell,9
OK,Hughes,9
OK,Jackson,17
OK,Jefferson,2
OK,Johnston,9
OK,Kay,30
OK,Kingfisher,8
OK,Kiowa,7
OK,Latimer,10
OK,Le Flore,23
OK,Lincoln,21
OK,Logan,11
OK,Major,3
OK,Marshall,14
OK,Mayes,15
OK,McClain,30
OK,McCurtain,22
OK,McIntosh,10
OK,Murray,9
OK,Muskogee,29
OK,Noble,8
OK,Nowata,6
OK,Okfuskee,7
OK,Oklahoma,226
OK,Okmulgee,16
OK,Osage,20
OK,Ottawa,26
OK,Pawnee,13
OK,Payne,20
OK,Pittsburg,4
OK,Pontotoc,22
OK,Pottawatomie,41
OK,Pushmataha,6
OK,Roger Mills,2
OK,Rogers,48
OK,Seminole,10
OK,Sequoyah,28
OK,Stephens,27
OK,Texas,18
OK,Tillman,3
OK,Tulsa,217
OK,Wagoner,22
OK,Washington,28
OK,Washita,9
OK,Woods,7
OK,Woodward,13
OR,Baker,21
OR,Benton,17
OR,Clackamas,117
OR,Clatsop,17
OR,Columbia,32
OR,Coos,38
OR,Crook,14
OR,Curry,24
OR,Deschutes,120
OR,Douglas,62
OR,Gilliam,3
OR,Grant,6
OR,Harney,11
OR,Hood River,7
OR,Jackson,85
OR,Jefferson,11
OR,Josephine,45
OR,Klamath,41
OR,Lake,17
OR,Lane,204
OR,Lincoln,28
OR,Linn,88
OR,Malheur,18
OR,Marion,115
OR,Morrow,8
OR,Multnomah,134
OR,Polk,26
OR,Sherman,4
OR,Tillamook,13
OR,Umatilla,55
OR,Union,35
OR,Wallowa,11
OR,Wasco,16
OR,Washington,120
OR,Wheeler,5
OR,Yamhill,31
PA,Adams,44
PA,Allegheny,816
PA,Armstrong,35
PA,Beaver,38
PA,Bedford,22
PA,Berks,87
PA,Blair,52
PA,Bradford,43
PA,Bucks,101
PA,Butler,68
PA,Cambria,36
PA,Cameron,4
PA,Carbon,16
PA,Centre,43
PA,Chester,94
PA,Clarion,14
PA,Clearfield,18
PA,Clinton,10
PA,Columbia,41
PA,Crawford,32
PA,Cumberland,61
PA,Dauphin,46
PA,Delaware,49
PA,Elk,11
PA,Erie,46
PA,Fayette,43
PA,Forest,4
PA,Franklin,47
PA,Fulton,1
PA,Greene,15
PA,Huntingdon,22
PA,Indiana,38
PA,Jefferson,28
PA,Juniata,12
PA,Lackawanna,37
PA,Lancaster,78
PA,Lawrence,25
PA,Lebanon,37
PA,Lehigh,48
PA,Luzerne,48
PA,Lycoming,44
PA,McKean,24
PA,Mercer,36
PA,Mifflin,14
PA,Monroe,36
PA,Montgomery,94
PA,Montour,8
PA,Northampton,64
PA,Northumberland,24
PA,Perry,38
PA,Philadelphia,17
PA,Pike,24
PA,Potter,19
PA,Schuylkill,42
PA,Snyder,13
PA,Somerset,35
PA,Sullivan,5
PA,Susquehanna,24
PA,Tioga,29
PA,Union,15
PA,Venango,15
PA,Warren,24
PA,Washington,61
PA,Wayne,31
PA,Westmoreland,104
PA,Wyoming,18
PA,York,105
PR,Aguada,3
PR,Aguadilla,1
PR,Aibonito,2
PR,Arecibo,1
PR,Cabo Rojo,1
PR,Caguas,4
PR,Can??vanas,2
PR,Cayey,1
PR,Coamo,1
PR,Fajardo,2
PR,Guayama,2
PR,Guaynabo,1
PR,Hatillo,1
PR,Humacao,1
PR,Isabela,3
PR,Lajas,1
PR,Moca,2
PR,Ponce,3
PR,Sabana Grande,1
PR,San Juan,15
PR,San Lorenzo,1
PR,Toa Alta,1
PR,Toa Baja,2
RI,Kent,8
RI,Newport,3
RI,Providence,35
RI,Washington,14
SC,Abbeville,11
SC,Aiken,61
SC,Allendale,3
SC,Anderson,51
SC,Bamberg,7
SC,Barnwell,10
SC,Beaufort,32
SC,Berkeley,22
SC,Calhoun,5
SC,Charleston,57
SC,Cherokee,15
SC,Chester,12
SC,Chesterfield,13
SC,Clarendon,7
SC,Colleton,12
SC,Darlington,25
SC,Dillon,7
SC,Dorchester,25
SC,Edgefield,9
SC,Fairfield,8
SC,Florence,48
SC,Georgetown,16
SC,Greenville,121
SC,Greenwood,22
SC,Hampton,10
SC,Horry,71
SC,Jasper,8
SC,Kershaw,21
SC,Lancaster,13
SC,Laurens,21
SC,Lee,2
SC,Lexington,86
SC,Marion,8
SC,Marlboro,5
SC,McCormick,2
SC,Newberry,21
SC,Oconee,27
SC,Orangeburg,19
SC,Pickens,41
SC,Richland,53
SC,Saluda,4
SC,Spartanburg,84
SC,Sumter,20
SC,Union,12
SC,Williamsburg,11
SC,York,46
SD,Aurora,1
SD,Beadle,11
SD,Bennett,5
SD,Bon Homme,4
SD,Brookings,11
SD,Brown,31
SD,Brule,6
SD,Butte,9
SD,Campbell,4
SD,Charles Mix,8
SD,Clark,5
SD,Clay,5
SD,Codington,11
SD,Corson,1
SD,Custer,16
SD,Davison,12
SD,Day,4
SD,Dewey,8
SD,Douglas,4
SD,Edmunds,4
SD,Fall River,8
SD,Faulk,5
SD,Grant,5
SD,Gregory,8
SD,Haakon,4
SD,Hamlin,4
SD,Hand,4
SD,Hanson,5
SD,Hughes,16
SD,Hutchinson,6
SD,Hyde,1
SD,Jerauld,2
SD,Jones,2
SD,Kingsbury,9
SD,Lake,12
SD,Lawrence,27
SD,Lincoln,18
SD,Lyman,3
SD,Marshall,1
SD,McCook,1
SD,McPherson,3
SD,Meade,25
SD,Mellette,1
SD,Miner,3
SD,Minnehaha,71
SD,Moody,2
SD,Pennington,84
SD,Perkins,4
SD,Potter,4
SD,Roberts,5
SD,Spink,11
SD,Stanley,2
SD,Sully,3
SD,Todd,3
SD,Tripp,8
SD,Turner,6
SD,Union,14
SD,Walworth,9
SD,Yankton,13
TN,Anderson,21
TN,Bedford,10
TN,Benton,9
TN,Bledsoe,6
TN,Blount,41
TN,Bradley,49
TN,Campbell,9
TN,Cannon,3
TN,Carroll,4
TN,Carter,15
TN,Cheatham,14
TN,Chester,3
TN,Claiborne,12
TN,Cocke,11
TN,Coffee,19
TN,Crockett,9
TN,Cumberland,16
TN,Davidson,47
TN,DeKalb,6
TN,Decatur,8
TN,Dickson,24
TN,Dyer,10
TN,Fayette,7
TN,Fentress,14
TN,Franklin,8
TN,Gibson,21
TN,Giles,10
TN,Grainger,3
TN,Greene,21
TN,Grundy,4
TN,Hamblen,16
TN,Hamilton,52
TN,Hancock,1
TN,Hardeman,5
TN,Hardin,16
TN,Hawkins,21
TN,Haywood,6
TN,Henderson,9
TN,Henry,17
TN,Hickman,3
TN,Humphreys,10
TN,Jackson,2
TN,Jefferson,18
TN,Johnson,7
TN,Knox,81
TN,Lake,1
TN,Lauderdale,6
TN,Lawrence,16
TN,Lewis,4
TN,Lincoln,15
TN,Loudon,23
TN,Macon,8
TN,Madison,22
TN,Marion,16
TN,Marshall,15
TN,Maury,21
TN,McMinn,25
TN,McNairy,14
TN,Meigs,9
TN,Monroe,19
TN,Montgomery,52
TN,Morgan,2
TN,Obion,18
TN,Overton,6
TN,Perry,10
TN,Pickett,3
TN,Polk,7
TN,Putnam,25
TN,Rhea,16
TN,Roane,25
TN,Robertson,12
TN,Rutherford,44
TN,Scott,10
TN,Sequatchie,6
TN,Sevier,33
TN,Shelby,92
TN,Smith,6
TN,Stewart,6
TN,Sullivan,48
TN,Sumner,51
TN,Tipton,16
TN,Trousdale,1
TN,Unicoi,5
TN,Union,1
TN,Warren,3
TN,Washington,29
TN,Wayne,5
TN,Weakley,7
TN,White,11
TN,Williamson,34
TN,Wilson,29
TX,Anderson,17
TX,Andrews,4
TX,Angelina,34
TX,Aransas,8
TX,Archer,3
TX,Armstrong,3
TX,Atascosa,22
TX,Austin,21
TX,Bailey,5
TX,Bandera,20
TX,Bastrop,33
TX,Baylor,6
TX,Bee,6
TX,Bell,94
TX,Bexar,193
TX,Blanco,12
TX,Borden,1
TX,Bosque,19
TX,Bowie,31
TX,Brazoria,103
TX,Brazos,60
TX,Brewster,10
TX,Brooks,2
TX,Brown,24
TX,Burleson,13
TX,Burnet,36
TX,Caldwell,19
TX,Calhoun,13
TX,Callahan,7
TX,Cameron,50
TX,Camp,5
TX,Carson,5
TX,Cass,9
TX,Castro,4
TX,Chambers,11
TX,Cherokee,18
TX,Childress,5
TX,Clay,1
TX,Cochran,1
TX,Coke,3
TX,Coleman,8
TX,Collin,203
TX,Colorado,20
TX,Comal,67
TX,Comanche,8
TX,Concho,2
TX,Cooke,16
TX,Coryell,22
TX,Cottle,5
TX,Crane,1
TX,Crockett,4
TX,Culberson,1
TX,Dallam,6
TX,Dallas,305
TX,Dawson,13
TX,DeWitt,14
TX,Deaf Smith,2
TX,Delta,4
TX,Denton,223
TX,Dickens,1
TX,Dimmit,1
TX,Donley,2
TX,Eastland,14
TX,Ector,38
TX,Edwards,3
TX,El Paso,116
TX,Ellis,63
TX,Erath,23
TX,Falls,8
TX,Fannin,16
TX,Fayette,19
TX,Fisher,3
TX,Floyd,5
TX,Foard,1
TX,Fort Bend,117
TX,Franklin,1
TX,Freestone,10
TX,Frio,3
TX,Gaines,11
TX,Galveston,94
TX,Garza,2
TX,Gillespie,24
TX,Goliad,4
TX,Gonzales,7
TX,Gray,12
TX,Grayson,46
TX,Gregg,55
TX,Grimes,11
TX,Guadalupe,33
TX,Hale,28
TX,Hall,4
TX,Hamilton,16
TX,Hansford,2
TX,Hardeman,2
TX,Hardin,38
TX,Harris,851
TX,Harrison,25
TX,Haskell,5
TX,Hays,41
TX,Hemphill,12
TX,Henderson,36
TX,Hidalgo,26
TX,Hill,19
TX,Hockley,13
TX,Hood,49
TX,Hopkins,20
TX,Houston,6
TX,Howard,13
TX,Hudspeth,4
TX,Hunt,36
TX,Hutchinson,17
TX,Irion,3
TX,Jack,5
TX,Jackson,7
TX,Jasper,15
TX,Jeff Davis,2
TX,Jefferson,60
TX,Jim Hogg,3
TX,Jim Wells,9
TX,Johnson,82
TX,Jones,7
TX,Karnes,6
TX,Kaufman,56
TX,Kendall,41
TX,Kerr,34
TX,Kimble,4
TX,King,1
TX,Kinney,2
TX,Kleberg,7
TX,Knox,3
TX,La Salle,2
TX,Lamar,22
TX,Lamb,10
TX,Lampasas,22
TX,Lavaca,13
TX,Lee,5
TX,Leon,14
TX,Liberty,41
TX,Limestone,15
TX,Lipscomb,5
TX,Live Oak,5
TX,Llano,12
TX,Loving,1
TX,Lubbock,96
TX,Lynn,1
TX,Madison,8
TX,Marion,3
TX,Martin,2
TX,Mason,7
TX,Matagorda,10
TX,Maverick,3
TX,McCulloch,7
TX,McLennan,70
TX,McMullen,1
TX,Medina,24
TX,Menard,3
TX,Midland,89
TX,Milam,12
TX,Mills,7
TX,Mitchell,3
TX,Montague,16
TX,Montgomery,168
TX,Moore,10
TX,Morris,4
TX,Motley,1
TX,Nacogdoches,42
TX,Navarro,15
TX,Newton,2
TX,Nolan,11
TX,Nueces,64
TX,Ochiltree,9
TX,Oldham,1
TX,Orange,49
TX,Palo Pinto,24
TX,Panola,13
TX,Parker,66
TX,Parmer,4
TX,Pecos,5
TX,Polk,20
TX,Potter,102
TX,Presidio,2
TX,Rains,9
TX,Randall,14
TX,Reagan,1
TX,Real,3
TX,Red River,11
TX,Reeves,1
TX,Refugio,5
TX,Robertson,3
TX,Rockwall,41
TX,Runnels,9
TX,Rusk,25
TX,Sabine,5
TX,San Augustine,3
TX,San Jacinto,12
TX,San Patricio,25
TX,San Saba,2
TX,Scurry,5
TX,Shackelford,5
TX,Shelby,11
TX,Sherman,2
TX,Smith,74
TX,Somervell,11
TX,Starr,15
TX,Stephens,9
TX,Stonewall,1
TX,Sutton,5
TX,Swisher,5
TX,Tarrant,1059
TX,Taylor,45
TX,Terrell,2
TX,Terry,2
TX,Throckmorton,1
TX,Titus,9
TX,Tom Green,61
TX,Travis,522
TX,Trinity,4
TX,Tyler,10
TX,Upshur,20
TX,Upton,2
TX,Uvalde,16
TX,Val Verde,7
TX,Van Zandt,23
TX,Victoria,48
TX,Walker,20
TX,Waller,15
TX,Ward,4
TX,Washington,17
TX,Webb,40
TX,Wharton,19
TX,Wheeler,9
TX,Wichita,36
TX,Wilbarger,5
TX,Willacy,1
TX,Williamson,153
TX,Wilson,14
TX,Winkler,3
TX,Wise,34
TX,Wood,36
TX,Yoakum,5
TX,Young,14
TX,Zapata,3
UT,Beaver,8
UT,Box Elder,26
UT,Cache,57
UT,Carbon,19
UT,Davis,101
UT,Duchesne,13
UT,Emery,12
UT,Garfield,7
UT,Grand,9
UT,Iron,36
UT,Juab,11
UT,Kane,6
UT,Millard,12
UT,Morgan,16
UT,Piute,1
UT,Rich,3
UT,Salt Lake,293
UT,San Juan,8
UT,Sanpete,26
UT,Sevier,21
UT,Summit,17
UT,Tooele,19
UT,Uintah,21
UT,Utah,157
